date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:20	32326/32326	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/css/responsive.css	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/css/responsive.css	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:20	2144/2144	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preloader-logo.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preloader-logo.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:21	40136/40136	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:21	2825/2825	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/logo-1.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/logo-1.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:22	61058/61058	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-2.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-2.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:22	39213/39213	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-3.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-3.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:22	48079/48079	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-4.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-4.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:23	45050/45050	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-5.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-5.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:23	55153/55153	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-6.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-6.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:23	34913/34913	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-7.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-7.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:24	43536/43536	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/index-8.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/index-8.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:24	34113/34113	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/services.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/services.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:24	29818/29818	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/service-details.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/service-details.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:25	36502/36502	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/about.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/about.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:25	32600/32600	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/team.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/team.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:26	32829/32829	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/pricing.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/pricing.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:26	7236/7236	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/coming-soon.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/coming-soon.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:27	16527/16527	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/404.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/404.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:27	34412/34412	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/blog-standard.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/blog-standard.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:27	38305/38305	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/blog-details.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/blog-details.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:28	22233/22233	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/contact.html	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/contact.html	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:29	11430/11430	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/particle-1.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/particle-1.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:30	1786/1786	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/particle-2.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/particle-2.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:31	1379/1379	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/particle-3.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/particle-3.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:31	1331/1331	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/particle-4.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/particle-4.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:32	1337/1337	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/particle-5.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/particle-5.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:35	26555/26555	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/feature/01.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/feature/01.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:35	239200/239200	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/hero/app-dashboard.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/hero/app-dashboard.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:36	19813/19813	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/feature/02.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/feature/02.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:37	48503/48503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-1.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-1.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:38	17326/17326	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-2.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-2.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:40	19174/19174	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-3.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-3.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:40	30270/30270	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-4.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-4.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:42	38362/38362	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-5.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-5.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:43	22675/22675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-6.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/manage-data-6.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:43	3901/3901	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/01.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/01.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:44	2977/2977	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/02.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/02.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:45	4195/4195	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/03.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/03.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:45	3493/3493	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/04.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/04.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:46	3601/3601	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/05.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/05.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:46	3257/3257	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/fancy-icon-box/06.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/fancy-icon-box/06.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:47	18880/18880	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-1.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-1.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:48	18135/18135	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-2.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-2.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:48	29778/29778	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-4.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-4.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:49	34945/34945	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-3.jpg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/core-statistic-3.jpg	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:49	16962/16962	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/testimonial/author-1.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/testimonial/author-1.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:50	17419/17419	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/testimonial/author-2.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/testimonial/author-2.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:51	15617/15617	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/testimonial/author-3.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/testimonial/author-3.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:51	7132/7132	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/testimonial/author-small-6.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/testimonial/author-small-6.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:54	196779/196779	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/count-down.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/count-down.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:54	17370/17370	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/count-down-top.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/count-down-top.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:55	7201/7201	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/preview-gallery/count-down-bottom.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/preview-gallery/count-down-bottom.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:55	7683/7683	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/cta-left-particle-1.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/cta-left-particle-1.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:56	26777/26777	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/img/particle/cta-right-particle-1.png	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/img/particle/cta-right-particle-1.png	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:56	89503/89503	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/jquery-3.6.0.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/jquery-3.6.0.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:57	84334/84334	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/bootstrap.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/bootstrap.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:57	42862/42862	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/slick.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/slick.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:58	21124/21124	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/jquery.magnific-popup.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/jquery.magnific-popup.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:58	1437/1437	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/jquery.inview.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/jquery.inview.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:59	2949/2949	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/jquery.nice-select.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/jquery.nice-select.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:19:59	8157/8157	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/wow.min.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/wow.min.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:20:00	16577/16577	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/js/main.js	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/js/main.js	(from https://webtend.net/demo/html/landio/?storefront=envato-elements)
20:20:01	129924/129924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:03	129924/129924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:04	74700/74700	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:05	87688/87688	---M--	200	added ('OK')	font/woff	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:07	129620/129620	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:09	54212/54212	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Nov%202022%2014:50:09%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
20:20:11	400840/400840	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Oct%202021%2008:12:34%20GMT	https://webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-light-300.eot	C:/Users/DELL/Downloads/test/webtend.net/demo/html/landio/assets/fonts/fontawesome/webfonts/fa-light-300.eot	(from https://webtend.net/demo/html/landio/assets/fonts/fontawesome/css/all.min.css)
